file,algorithm,solution,time,Gsize,Hsize
datafiles/config-38_38-38_38.dat,greedy,,0.024004220962524414,38,38
datafiles/config-38_38-38_38.dat,local,,0.024005651473999023,38,38
datafiles/config-38_38-38_38.dat,grasp,,0.6551480293273926,38,38
datafiles/config-38_39-38_38.dat,greedy,,0.05501055717468262,38,38
datafiles/config-38_39-38_38.dat,local,,0.06501436233520508,38,38
datafiles/config-38_39-38_38.dat,grasp,,0.026005983352661133,38,38
datafiles/config-38_39-38_39.dat,greedy,,0.003000497817993164,38,38
datafiles/config-38_39-38_39.dat,local,,0.0020003318786621094,38,38
datafiles/config-38_39-38_39.dat,grasp,,0.010002851486206055,38,38
datafiles/config-38_40-38_38.dat,greedy,,0.011002540588378906,38,38
datafiles/config-38_40-38_38.dat,local,,0.01000213623046875,38,38
datafiles/config-38_40-38_38.dat,grasp,,0.010001897811889648,38,38
datafiles/config-38_40-38_39.dat,greedy,,0.0030002593994140625,38,38
datafiles/config-38_40-38_39.dat,local,,0.0030012130737304688,38,38
datafiles/config-38_40-38_39.dat,grasp,,0.011002779006958008,38,38
datafiles/config-38_40-38_40.dat,greedy,,0.4791069030761719,38,38
datafiles/config-38_40-38_40.dat,local,,0.47310686111450195,38,38
datafiles/config-38_40-38_40.dat,grasp,,0.13703012466430664,38,38
datafiles/config-39_38-38_38.dat,greedy,,0.2070457935333252,39,38
datafiles/config-39_38-38_38.dat,local,,0.18204116821289062,39,38
datafiles/config-39_38-38_38.dat,grasp,,0.17203927040100098,39,38
datafiles/config-39_38-38_39.dat,greedy,,0.05201148986816406,39,38
datafiles/config-39_38-38_39.dat,local,,0.05301213264465332,39,38
datafiles/config-39_38-38_39.dat,grasp,,0.08401846885681152,39,38
datafiles/config-39_38-38_40.dat,greedy,,0.01000213623046875,39,38
datafiles/config-39_38-38_40.dat,local,,0.01100301742553711,39,38
datafiles/config-39_38-38_40.dat,grasp,,0.011002063751220703,39,38
datafiles/config-39_38-39_38.dat,greedy,,0.0020003318786621094,39,39
datafiles/config-39_38-39_38.dat,local,,0.0030007362365722656,39,39
datafiles/config-39_38-39_38.dat,grasp,,0.00800180435180664,39,39
datafiles/config-39_39-38_38.dat,greedy,,0.6301412582397461,39,38
datafiles/config-39_39-38_38.dat,local,,0.6291408538818359,39,38
datafiles/config-39_39-38_38.dat,grasp,,0.011002540588378906,39,38
datafiles/config-39_39-38_39.dat,greedy,,0.005002498626708984,39,38
datafiles/config-39_39-38_39.dat,local,,0.005000114440917969,39,38
datafiles/config-39_39-38_39.dat,grasp,,0.01100301742553711,39,38
datafiles/config-39_39-38_40.dat,greedy,,0.20304536819458008,39,38
datafiles/config-39_39-38_40.dat,local,,0.2030467987060547,39,38
datafiles/config-39_39-38_40.dat,grasp,,2.1144752502441406,39,38
datafiles/config-39_39-39_38.dat,greedy,,0.11602544784545898,39,39
datafiles/config-39_39-39_38.dat,local,,0.10002279281616211,39,39
datafiles/config-39_39-39_38.dat,grasp,,0.03600740432739258,39,39
datafiles/config-39_39-39_39.dat,greedy,,0.08701872825622559,39,39
datafiles/config-39_39-39_39.dat,local,,0.06401371955871582,39,39
datafiles/config-39_39-39_39.dat,grasp,,0.031006813049316406,39,39
datafiles/config-39_40-38_38.dat,greedy,,0.005000114440917969,39,38
datafiles/config-39_40-38_38.dat,local,,0.0050008296966552734,39,38
datafiles/config-39_40-38_38.dat,grasp,,0.031008243560791016,39,38
datafiles/config-39_40-38_39.dat,greedy,,0.005002498626708984,39,38
datafiles/config-39_40-38_39.dat,local,,0.00500035285949707,39,38
datafiles/config-39_40-38_39.dat,grasp,,0.1070253849029541,39,38
datafiles/config-39_40-38_40.dat,greedy,,0.013003110885620117,39,38
datafiles/config-39_40-38_40.dat,local,,0.013004064559936523,39,38
datafiles/config-39_40-38_40.dat,grasp,,0.811180830001831,39,38
datafiles/config-39_40-39_38.dat,greedy,,1.218273401260376,39,39
datafiles/config-39_40-39_38.dat,local,,1.217273473739624,39,39
datafiles/config-39_40-39_38.dat,grasp,,0.19904565811157227,39,39
datafiles/config-39_40-39_39.dat,greedy,,0.27005982398986816,39,39
datafiles/config-39_40-39_39.dat,local,,0.26205897331237793,39,39
datafiles/config-39_40-39_39.dat,grasp,,0.01500391960144043,39,39
datafiles/config-39_40-39_40.dat,greedy,,0.003001689910888672,39,39
datafiles/config-39_40-39_40.dat,local,,0.003000020980834961,39,39
datafiles/config-39_40-39_40.dat,grasp,,0.011003255844116211,39,39
datafiles/config-40_39-38_38.dat,greedy,,0.008001089096069336,40,38
datafiles/config-40_39-38_38.dat,local,,0.011004209518432617,40,38
datafiles/config-40_39-38_38.dat,grasp,,0.007999897003173828,40,38
datafiles/config-40_39-38_39.dat,greedy,,0.4811089038848877,40,38
datafiles/config-40_39-38_39.dat,local,,0.48910951614379883,40,38
datafiles/config-40_39-38_39.dat,grasp,,0.16603636741638184,40,38
datafiles/config-40_39-38_40.dat,greedy,,0.31306982040405273,40,38
datafiles/config-40_39-38_40.dat,local,,0.32207322120666504,40,38
datafiles/config-40_39-38_40.dat,grasp,,0.769172191619873,40,38
datafiles/config-40_39-39_38.dat,greedy,,0.053011178970336914,40,39
datafiles/config-40_39-39_38.dat,local,,0.04901242256164551,40,39
datafiles/config-40_39-39_38.dat,grasp,,0.09001922607421875,40,39
datafiles/config-40_39-39_39.dat,greedy,,0.027005672454833984,40,39
datafiles/config-40_39-39_39.dat,local,,0.02400493621826172,40,39
datafiles/config-40_39-39_39.dat,grasp,,0.05501246452331543,40,39
datafiles/config-40_39-39_40.dat,greedy,,0.07201528549194336,40,39
datafiles/config-40_39-39_40.dat,local,,0.07101631164550781,40,39
datafiles/config-40_39-39_40.dat,grasp,,0.06601572036743164,40,39
datafiles/config-40_39-40_39.dat,greedy,,0.0030012130737304688,40,40
datafiles/config-40_39-40_39.dat,local,,0.002000093460083008,40,40
datafiles/config-40_39-40_39.dat,grasp,,0.011004447937011719,40,40
datafiles/config-40_40-38_38.dat,greedy,,0.02300429344177246,40,38
datafiles/config-40_40-38_38.dat,local,,0.022005081176757812,40,38
datafiles/config-40_40-38_38.dat,grasp,,0.022005558013916016,40,38
datafiles/config-40_40-38_39.dat,greedy,,0.3250732421875,40,38
datafiles/config-40_40-38_39.dat,local,,0.32607316970825195,40,38
datafiles/config-40_40-38_39.dat,grasp,,0.01000213623046875,40,38
datafiles/config-40_40-38_40.dat,greedy,,0.6921563148498535,40,38
datafiles/config-40_40-38_40.dat,local,,0.6311414241790771,40,38
datafiles/config-40_40-38_40.dat,grasp,,0.3320748805999756,40,38
datafiles/config-40_40-39_38.dat,greedy,,0.22405052185058594,40,39
datafiles/config-40_40-39_38.dat,local,,0.24105381965637207,40,39
datafiles/config-40_40-39_38.dat,grasp,,0.11702728271484375,40,39
datafiles/config-40_40-39_39.dat,greedy,,0.020004749298095703,40,39
datafiles/config-40_40-39_39.dat,local,,0.02200460433959961,40,39
datafiles/config-40_40-39_39.dat,grasp,,0.016003131866455078,40,39
datafiles/config-40_40-39_40.dat,greedy,,0.004001140594482422,40,39
datafiles/config-40_40-39_40.dat,local,,0.005000114440917969,40,39
datafiles/config-40_40-39_40.dat,grasp,,0.017004728317260742,40,39
datafiles/config-40_40-40_39.dat,greedy,,0.331073522567749,40,40
datafiles/config-40_40-40_39.dat,local,,0.3300740718841553,40,40
datafiles/config-40_40-40_39.dat,grasp,,0.3790855407714844,40,40
datafiles/config-40_40-40_40.dat,greedy,,0.5511236190795898,40,40
datafiles/config-40_40-40_40.dat,local,,0.5961341857910156,40,40
datafiles/config-40_40-40_40.dat,grasp,,0.278062105178833,40,40
